"","Tm","Year","Player","Pos","Age","G","MP","PER","TS.","X3PAr","FTr","ORB.","DRB.","TRB.","AST.","STL.","BLK.","TOV.","USG.","OWS","DWS","WS","WS.48","OBPM","DBPM","BPM","VORP","FG","FGA","FG.","X3P","X3PA","X3P.","X2P","X2PA","eFG.","FT","FTA","ORB","DRB","TRB","AST","STL","BLK","TOV","PTS","All.Star","prevAS","W.L.","conf","tv","prop.G","tvf","big.m","med.m","small.m","east"
"2026","MIL",2019,"Malcolm Brogdon","SG",26,64,1832,17.8,0.614,0.326,0.203,3.8,11.7,8,16.2,1.2,0.6,10,20.7,4.2,2.3,6.5,0.171,1.9,-0.3,1.5,1.6,378,748,0.505,104,244,0.426,274,504,0.575,141,152,65,223,4.5,3.203125,46,13,91,15.640625,0,0,0.732,"east",0.848,0.780487804878049,"small",0,0,1,1
"2027","MIL",2011,"Chris Douglas-Roberts","SF",24,44,884,11.5,0.517,0.168,0.326,0.9,11,5.8,9.8,1.8,1.2,10.1,18.4,0.4,1.3,1.6,0.088,-2.8,0.6,-2.3,-0.1,117,273,0.429,15,46,0.326,102,227,0.456,74,89,7,81,2,1.13636363636364,29,13,35,7.34090909090909,0,0,0.427,"east",0.848,0.536585365853659,"small",0,0,1,1
"2028","MIL",2011,"Luc Mbah","PF",24,79,2093,11.5,0.518,0.016,0.439,9.2,14.3,11.7,5.3,1.8,1.1,13.1,13.1,1.5,3.3,4.8,0.109,-2.3,2.2,0,1,198,428,0.463,0,7,0,198,421,0.463,133,188,169,251,5.31645569620253,0.860759493670886,72,28,77,6.69620253164557,0,0,0.427,"east",0.848,0.963414634146341,"small",0,0,1,1
"2029","MIL",2013,"Ekpe Udoh","C",25,76,1312,12,0.503,0.004,0.442,8.9,11.7,10.3,4.7,1.5,4.7,11.8,12.1,1.1,1.5,2.7,0.098,-2.8,2.4,-0.5,0.5,117,269,0.435,0,1,0,117,268,0.435,89,119,113,138,3.30263157894737,0.565789473684211,39,85,43,4.25,0,0,0.463,"east",0.848,0.926829268292683,"small",0,0,1,1
"2030","MIL",2019,"Brook Lopez","C",30,81,2322,14.6,0.597,0.651,0.169,1.5,15,8.7,5.7,1,6.5,8.9,16.7,2.3,4.3,6.7,0.138,-0.2,2.9,2.7,2.8,355,786,0.452,187,512,0.365,168,274,0.571,112,133,33,363,4.88888888888889,1.20987654320988,51,179,82,12.4567901234568,0,1,0.732,"east",0.848,0.98780487804878,"small",0,0,1,1
"2031","MIL",2019,"Khris Middleton","SF",27,77,2393,16.5,0.558,0.413,0.225,2.3,16.5,9.8,20.1,1.6,0.2,12.1,25.1,2.5,3.6,6.1,0.123,0.7,0.1,0.8,1.7,506,1148,0.441,179,474,0.378,327,674,0.519,216,258,50,411,5.98701298701299,4.2987012987013,80,7,174,18.2727272727273,1,0,0.732,"east",0.848,0.939024390243902,"small",0,0,1,1
"2032","MIL",2019,"D.J. Wilson","PF",22,48,882,10.3,0.515,0.506,0.187,5.5,19.2,12.8,7.6,0.9,1.9,10.5,14.4,0.3,1.4,1.7,0.093,-2.4,0.9,-1.6,0.1,104,251,0.414,46,127,0.362,58,124,0.506,26,47,45,177,4.625,1.08333333333333,18,20,32,5.83333333333333,0,0,0.732,"east",0.848,0.585365853658537,"small",0,0,1,1
"2033","MIL",2011,"Drew Gooden","PF",29,35,860,15.9,0.487,0.055,0.282,9.6,22.9,16.1,10.3,1.3,1.6,10.2,24.6,0.3,1.5,1.8,0.101,-2.3,0.8,-1.5,0.1,156,362,0.431,3,20,0.15,153,342,0.435,81,102,73,165,6.8,1.34285714285714,21,18,46,11.3142857142857,0,0,0.427,"east",0.848,0.426829268292683,"small",0,0,1,1
"2034","MIL",2012,"Andrew Bogut","C",27,12,364,14.9,0.465,0.007,0.169,6.5,24.3,15.1,13.7,1.7,5,14.1,20.6,-0.1,0.6,0.5,0.062,-3.2,3.2,0,0.2,61,136,0.449,0,1,0,61,135,0.449,14,23,22,78,8.33333333333333,2.58333333333333,12,24,24,11.3333333333333,0,0,0.47,"east",0.848,0.181818181818182,"small",0,0,1,1
"2035","MIL",2013,"Mike Dunleavy","SF",32,75,1943,13.6,0.577,0.479,0.205,1.7,14.9,8,11.5,1,1.3,11.7,17.3,2.7,1.7,4.4,0.109,0.5,-0.6,-0.1,0.9,276,624,0.442,128,299,0.428,148,325,0.545,105,128,31,260,3.88,1.93333333333333,39,35,90,10.4666666666667,0,0,0.463,"east",0.848,0.914634146341463,"small",0,0,1,1
"2036","MIL",2017,"Rashad Vaughn","SG",20,41,458,7.8,0.449,0.519,0.032,1,11.3,6.2,7.4,2.1,1.9,8.1,17.2,-0.5,0.4,0,-0.005,-3.7,-1.2,-4.9,-0.3,57,156,0.365,26,81,0.321,31,75,0.449,2,5,4,45,1.19512195121951,0.560975609756098,19,10,14,3.46341463414634,0,0,0.512,"east",0.848,0.5,"small",0,0,1,1
"2037","MIL",2012,"Brandon Jennings","PG",22,66,2331,18.4,0.514,0.346,0.213,2.3,8.6,5.3,26.7,2.3,0.7,10.6,25.9,3.8,1.8,5.5,0.114,3.6,-1.3,2.3,2.5,469,1121,0.418,129,388,0.332,340,733,0.476,193,239,49,177,3.42424242424242,5.53030303030303,104,22,146,19.0909090909091,0,0,0.47,"east",0.848,1,"small",0,0,1,1
"2038","MIL",2019,"Sterling Brown","SG",23,58,1034,10.9,0.563,0.471,0.135,3,14.4,9,10.7,1.1,0.7,12.2,15.2,0.7,1.4,2.1,0.098,-1.6,0,-1.6,0.1,145,312,0.465,53,147,0.361,92,165,0.55,29,42,29,155,3.17241379310345,1.44827586206897,25,8,46,6.41379310344828,0,0,0.732,"east",0.848,0.707317073170732,"small",0,0,1,1
"2039","MIL",2015,"Jabari Parker","PF",19,25,738,14.5,0.527,0.061,0.251,7.8,13.5,10.7,9.5,2.1,0.6,13.9,20.7,0.4,1,1.3,0.088,-1.4,0.2,-1.2,0.1,129,263,0.49,4,16,0.25,125,247,0.498,46,66,50,88,5.52,1.68,31,5,47,12.32,0,0,0.5,"east",0.848,0.304878048780488,"small",0,0,1,1
"2040","MIL",2013,"John Henson","PF",22,63,827,18.2,0.497,0.009,0.313,14.5,24.4,19.3,6.3,1.2,3.7,11,22.6,0.6,1.2,1.9,0.109,-2.6,-0.2,-2.9,-0.2,162,336,0.482,0,3,0,162,333,0.482,56,105,116,181,4.71428571428571,0.492063492063492,19,42,47,6.03174603174603,0,0,0.463,"east",0.848,0.768292682926829,"small",0,0,1,1
"2041","MIL",2010,"Ersan Ilyasova","PF",22,81,1898,15.7,0.526,0.331,0.217,9,22.6,15.5,7.5,1.5,1,8.2,20.8,2.5,3.3,5.8,0.146,0.3,0.5,0.8,1.3,323,729,0.443,81,241,0.336,242,488,0.499,113,158,157,360,6.38271604938272,1.03703703703704,53,23,71,10.3703703703704,0,0,0.561,"east",0.848,0.98780487804878,"small",0,0,1,1
"2042","MIL",2019,"Pat Connaughton","SG",26,61,1261,13.6,0.573,0.571,0.114,5.2,15,10.4,12.6,1.2,1.7,8.2,13.3,2,1.9,3.9,0.149,0.4,1.2,1.6,1.2,163,350,0.466,66,200,0.33,97,150,0.56,29,40,61,197,4.22950819672131,2,33,25,33,6.9016393442623,0,0,0.732,"east",0.848,0.74390243902439,"small",0,0,1,1
"2043","MIL",2011,"John Salmons","SG",31,73,2554,12.8,0.51,0.244,0.267,1.2,11.2,6.1,17.5,1.5,0.9,12,20.9,0.9,3.4,4.3,0.081,-0.8,0.7,-0.2,1.2,373,898,0.415,83,219,0.379,290,679,0.462,195,240,27,239,3.64383561643836,3.45205479452055,72,28,137,14.027397260274,0,0,0.427,"east",0.848,0.890243902439024,"small",0,0,1,1
"2044","MIL",2019,"Donte DiVincenzo","SG",22,27,411,9.1,0.507,0.669,0.097,4.2,11.4,8,9.7,1.5,1.2,12.8,15.1,0,0.6,0.6,0.069,-1.9,0.1,-1.8,0,50,124,0.403,22,83,0.265,28,41,0.492,9,12,16,49,2.40740740740741,1.14814814814815,13,6,19,4.85185185185185,0,0,0.732,"east",0.848,0.329268292682927,"small",0,0,1,1
"2045","MIL",2017,"Michael Beasley","PF",28,56,935,17.8,0.584,0.106,0.259,5,18.9,12,9.9,1.5,2.5,12.7,25.3,0.8,1,1.8,0.093,-1.7,-1.1,-2.9,-0.2,216,406,0.532,18,43,0.419,198,363,0.554,78,105,40,153,3.44642857142857,0.946428571428571,28,27,66,9.42857142857143,0,0,0.512,"east",0.848,0.682926829268293,"small",0,0,1,1
"2046","MIL",2013,"Samuel Dalembert","C",31,47,765,18.6,0.565,0.004,0.217,14.2,24.9,19.4,4.5,1.1,5.1,15.5,18.7,0.9,1.2,2.2,0.137,-2.3,1,-1.2,0.1,137,253,0.542,1,1,1,136,252,0.543,38,55,105,171,5.87234042553191,0.446808510638298,17,53,51,6.65957446808511,0,0,0.463,"east",0.848,0.573170731707317,"small",0,0,1,1
"2047","MIL",2012,"Mike Dunleavy","SF",31,55,1445,16.6,0.597,0.413,0.284,2.2,13.7,7.8,13,1,0.4,9.3,19,3.5,0.9,4.4,0.146,2.6,-1.7,1,1.1,239,504,0.474,83,208,0.399,156,296,0.557,116,143,29,175,3.70909090909091,2.12727272727273,28,8,58,12.3090909090909,0,0,0.47,"east",0.848,0.833333333333333,"small",0,0,1,1
"2048","MIL",2017,"Jabari Parker","PF",21,51,1728,19.1,0.563,0.219,0.268,5.4,15.7,10.6,14.3,1.5,1.1,9.2,26.5,2.6,1.5,4.1,0.113,1.5,-1.3,0.3,1,399,814,0.49,65,178,0.365,334,636,0.53,162,218,79,235,6.15686274509804,2.7843137254902,51,22,92,20.0980392156863,0,0,0.512,"east",0.848,0.621951219512195,"small",0,0,1,1
"2049","MIL",2014,"Miroslav Raduljica","C",26,48,465,15.3,0.603,0,0.437,12.9,13.7,13.3,8.3,0.8,2.3,15.7,17.3,1,0.1,1.1,0.112,-0.6,-1.8,-2.3,0,68,126,0.54,0,0,0,68,126,0.54,45,55,54,54,2.25,0.479166666666667,7,13,28,3.77083333333333,0,0,0.183,"east",0.848,0.585365853658537,"small",0,0,1,1
"2050","MIL",2013,"Luc Mbah","SF",26,58,1326,9.1,0.447,0.098,0.334,7,14,10.4,6.1,1.6,0.8,13.9,16.5,-0.8,1.2,0.5,0.017,-4,0,-4.1,-0.7,151,377,0.401,13,37,0.351,138,340,0.418,72,126,89,167,4.41379310344828,0.948275862068966,42,14,70,6.67241379310345,0,0,0.463,"east",0.848,0.707317073170732,"small",0,0,1,1
"2051","MIL",2012,"Luc Mbah","PF",25,43,1009,13.9,0.544,0.015,0.395,8.2,16.9,12.4,4.4,2,1.6,11.3,15.1,1.2,1.1,2.4,0.112,-1.4,0.6,-0.8,0.3,133,261,0.51,1,4,0.25,132,257,0.511,66,103,77,150,5.27906976744186,0.674418604651163,40,22,39,7.74418604651163,0,0,0.47,"east",0.848,0.651515151515151,"small",0,0,1,1
"2052","MIL",2017,"Khris Middleton","SF",25,29,889,15,0.57,0.312,0.276,1.5,14.5,8.1,17.5,2.3,0.7,14.8,22.5,0.7,0.9,1.6,0.085,0,-0.6,-0.5,0.3,150,333,0.45,45,104,0.433,105,229,0.518,81,92,11,112,4.24137931034483,3.41379310344828,41,7,65,14.6896551724138,0,0,0.512,"east",0.848,0.353658536585366,"small",0,0,1,1
"2053","MIN",2009,"Jason Collins","C",30,31,422,3.3,0.346,0,0.4,7.5,12.1,9.7,3.7,1.1,2.4,12.7,10.1,-0.4,0.3,-0.2,-0.018,-5.7,0.9,-4.8,-0.3,22,70,0.314,0,0,0,22,70,0.314,13,28,28,42,2.25806451612903,0.354838709677419,9,13,12,1.83870967741935,0,0,0.293,"west",1.713,0.378048780487805,"med",0,1,0,0
"2054","MIN",2009,"Randy Foye","SG",25,70,2494,13.7,0.517,0.314,0.277,1.5,8.8,5,20.5,1.5,0.8,12,22.6,2,1.1,3.1,0.059,0.9,-1.3,-0.4,1,399,981,0.407,111,308,0.36,288,673,0.463,230,272,34,180,3.05714285714286,4.32857142857143,72,26,150,16.2714285714286,0,0,0.293,"west",1.713,0.853658536585366,"med",0,1,0,0
"2055","MIN",2009,"Rodney Carney","SG",24,67,1199,12.1,0.532,0.534,0.156,3.4,9.1,6.1,3.6,2,1.9,8.7,18.6,0.7,0.8,1.5,0.059,-0.2,-1.2,-1.5,0.2,176,423,0.416,79,226,0.35,97,197,0.509,50,66,36,90,1.88059701492537,0.388059701492537,45,29,43,7.17910447761194,0,0,0.293,"west",1.713,0.817073170731707,"med",0,1,0,0
"2056","MIN",2009,"Sebastian Telfair","PG",23,75,2095,10.8,0.481,0.303,0.23,1.7,5.5,3.5,26.1,1.8,0.4,16,19.6,0,0.8,0.8,0.019,-1.2,-2.2,-3.4,-0.7,267,697,0.383,73,211,0.346,194,486,0.435,131,160,32,95,1.69333333333333,4.57333333333333,73,12,146,9.84,0,0,0.293,"west",1.713,0.914634146341463,"med",0,1,0,0
"2057","MIN",2009,"Brian Cardinal","PF",31,64,909,8.1,0.515,0.544,0.207,4.8,13.8,9.1,12.3,2.1,1.1,20.7,11.5,0.1,0.7,0.9,0.045,-1.8,1,-0.8,0.3,65,169,0.385,30,92,0.326,35,77,0.473,30,35,39,103,2.21875,1.1875,37,13,48,2.96875,0,0,0.293,"west",1.713,0.780487804878049,"med",0,1,0,0
"2058","MIN",2009,"Mike Miller","SF",28,73,2356,13.8,0.588,0.411,0.272,3.5,21.2,12,21.6,0.7,1,19.1,14.5,2.8,1.4,4.2,0.086,0.6,0.8,1.4,2.1,264,548,0.482,85,225,0.378,179,323,0.559,109,149,73,410,6.61643835616438,4.46575342465753,30,31,145,9.89041095890411,0,0,0.293,"west",1.713,0.890243902439024,"med",0,1,0,0
"2059","MIN",2009,"Al Jefferson","C",24,50,1836,23.1,0.532,0.004,0.258,10.6,24.9,17.5,8.8,1.1,3.5,7.8,28.9,2.9,2,4.9,0.128,0.6,0.1,0.7,1.2,485,975,0.497,0,4,0,485,971,0.497,186,252,172,376,10.96,1.58,39,83,92,23.12,0,0,0.293,"west",1.713,0.609756097560976,"med",0,1,0,0
"2060","MIN",2009,"Corey Brewer","SF",22,15,307,11.2,0.473,0.133,0.211,6.6,12.3,9.3,12.9,2.6,0.8,11.7,16.3,0.1,0.3,0.3,0.052,-1.6,0.8,-0.8,0.1,37,90,0.411,5,12,0.417,32,78,0.439,14,19,18,31,3.26666666666667,1.66666666666667,15,3,13,6.2,0,0,0.293,"west",1.713,0.182926829268293,"med",0,1,0,0
"2061","MIN",2009,"Ryan Gomes","SF",26,82,2614,12.5,0.518,0.293,0.186,4.6,13.3,8.8,8.7,1.3,0.6,10.8,20.4,1.3,1.3,2.5,0.046,-0.3,-0.9,-1.3,0.5,420,974,0.431,106,285,0.372,314,689,0.486,146,181,106,286,4.78048780487805,1.64634146341463,63,22,128,13.3170731707317,0,0,0.293,"west",1.713,1,"med",0,1,0,0
"2062","MIN",2009,"Kevin Love","C",20,81,2048,18.3,0.538,0.028,0.488,15.1,27.3,21,6.8,0.9,1.9,12.4,21,3.4,1.9,5.3,0.124,-0.7,-0.4,-1.1,0.5,316,688,0.459,2,19,0.105,314,669,0.461,265,336,274,460,9.06172839506173,1.03703703703704,35,50,118,11.0987654320988,0,0,0.293,"west",1.713,0.98780487804878,"med",0,1,0,0
"2063","MIN",2009,"Craig Smith","PF",25,74,1460,16.9,0.599,0.002,0.482,7.6,15.5,11.4,9.7,1.1,1,14.4,22.5,2.3,0.8,3.1,0.104,-0.1,-1.2,-1.3,0.3,289,514,0.562,0,1,0,289,513,0.562,168,248,98,186,3.83783783783784,1.06756756756757,31,19,105,10.0810810810811,0,0,0.293,"west",1.713,0.902439024390244,"med",0,1,0,0
"2064","MIN",2009,"Kevin Ollie","PG",36,50,850,9.9,0.525,0.007,0.64,1.7,8.9,5.2,20.2,1.2,0.4,15,12,0.9,0.3,1.2,0.067,-2.6,-1.2,-3.8,-0.4,61,150,0.407,0,1,0,61,149,0.407,80,96,13,62,1.5,2.34,19,4,34,4.04,0,0,0.293,"west",1.713,0.609756097560976,"med",0,1,0,0
"2065","MIN",2017,"Gorgui Dieng","PF",27,82,2653,14.2,0.555,0.065,0.253,8.1,20.5,14.2,8.6,1.7,3.1,12.7,14,3.2,2.5,5.7,0.103,-0.5,2.2,1.7,2.5,332,661,0.502,16,43,0.372,316,618,0.514,136,167,188,459,7.89024390243902,1.92682926829268,88,95,107,9.95121951219512,0,0,0.378,"west",1.713,1,"med",0,1,0,0
"2066","MIN",2016,"Karl-Anthony Towns","C",20,82,2627,22.5,0.59,0.076,0.239,10.2,27.5,19,11.3,1.1,4.3,12.6,24.9,5.4,2.8,8.3,0.151,1.6,1.2,2.8,3.1,625,1153,0.542,30,88,0.341,595,1065,0.555,223,275,229,629,10.4634146341463,1.96341463414634,58,138,183,18.3292682926829,0,0,0.354,"west",1.713,1,"med",0,1,0,0
"2067","MIN",2016,"Ricky Rubio","PG",25,76,2323,17.6,0.529,0.324,0.536,2,14.1,8.2,41.4,3.5,0.4,21,17.7,3.6,2.2,5.8,0.119,1.8,0.1,1.9,2.3,219,586,0.374,62,190,0.326,157,396,0.427,266,314,40,286,4.28947368421053,8.6578947368421,162,10,193,10.0789473684211,0,0,0.354,"west",1.713,0.926829268292683,"med",0,1,0,0
"2068","MIN",2016,"Tayshaun Prince","SF",35,77,1462,6.3,0.466,0.1,0.083,2.6,9,5.8,7,1.2,0.7,10.2,8.1,0.1,0.3,0.4,0.014,-2.9,-0.2,-3.1,-0.4,102,229,0.445,4,23,0.174,98,206,0.454,13,19,32,115,1.90909090909091,0.948051948051948,36,13,27,2.87012987012987,0,0,0.354,"west",1.713,0.939024390243902,"med",0,1,0,0
"2069","MIN",2016,"Andrew Wiggins","SF",20,81,2845,16.5,0.543,0.147,0.437,4.4,7.5,6,10.1,1.4,1.3,10.6,27.2,3.4,0.7,4.1,0.069,0.4,-2.5,-2.1,-0.1,594,1294,0.459,57,190,0.3,537,1104,0.481,430,565,105,186,3.59259259259259,2.02469135802469,78,46,182,20.679012345679,0,0,0.354,"west",1.713,0.98780487804878,"med",0,1,0,0
"2070","MIN",2016,"Gorgui Dieng","C",26,82,2220,17.1,0.601,0.035,0.428,8.3,22.1,15.3,10.1,2.1,3.5,16.9,16.7,3.4,2.5,5.9,0.127,0,2.4,2.4,2.5,308,579,0.532,6,20,0.3,302,559,0.537,205,248,157,428,7.13414634146341,1.74390243902439,94,96,140,10.0853658536585,0,0,0.354,"west",1.713,1,"med",0,1,0,0
"2071","MIN",2016,"Shabazz Muhammad","SF",23,82,1682,15.2,0.548,0.223,0.355,7,11.4,9.2,5.2,0.7,0.3,8.2,22.8,2.6,0.2,2.7,0.077,0,-4.2,-4.2,-0.9,317,681,0.465,44,152,0.289,273,529,0.498,185,242,100,167,3.25609756097561,0.634146341463415,24,7,70,10.5243902439024,0,0,0.354,"west",1.713,1,"med",0,1,0,0
"2072","MIN",2016,"Adreian Payne","PF",24,52,486,5.6,0.422,0.221,0.179,4.8,21.5,13.3,8.9,1.7,1.8,18.7,17.7,-0.9,0.4,-0.5,-0.047,-5.9,-0.2,-6.1,-0.5,53,145,0.366,9,32,0.281,44,113,0.397,17,26,20,91,2.13461538461538,0.557692307692308,16,11,36,2.53846153846154,0,0,0.354,"west",1.713,0.634146341463415,"med",0,1,0,0
"2073","MIN",2018,"Andrew Wiggins","SF",22,82,2979,13,0.505,0.26,0.242,3.1,10.8,6.9,8.2,1.5,1.5,8.8,23.4,0.5,1.6,2.1,0.034,-1.1,-1.4,-2.5,-0.4,569,1300,0.438,112,338,0.331,457,962,0.481,202,314,82,276,4.36585365853659,1.95121951219512,91,51,138,17.7073170731707,0,0,0.573,"west",1.713,1,"med",0,1,0,0
"2074","MIN",2018,"Tyus Jones","PG",21,82,1467,14.1,0.572,0.393,0.247,1.2,9.2,5.2,21.2,3.2,0.4,14,12.7,2.3,1.2,3.6,0.117,0.8,-0.3,0.5,0.9,150,328,0.457,45,129,0.349,105,199,0.526,71,81,16,116,1.60975609756098,2.82926829268293,95,6,59,5.07317073170732,0,0,0.573,"west",1.713,1,"med",0,1,0,0
"2075","MIN",2018,"Karl-Anthony Towns","C",22,82,2918,24.9,0.646,0.243,0.343,9.3,30.9,20,10.8,1.1,3.5,10.5,22.9,10.6,3.4,14,0.23,4.4,1.1,5.5,5.5,639,1172,0.545,120,285,0.421,519,887,0.596,345,402,238,774,12.3414634146341,2.42682926829268,64,115,159,21.2560975609756,1,0,0.573,"west",1.713,1,"med",0,1,0,0
"2076","MIN",2018,"Jimmy Butler","SG",28,59,2164,23.7,0.59,0.217,0.461,4.2,12.7,8.4,20.6,2.7,1,8.9,24.9,7.1,1.8,8.9,0.198,4.9,0.1,5,3.8,437,921,0.474,70,200,0.35,367,721,0.512,363,425,79,235,5.32203389830508,4.88135593220339,116,24,108,22.1525423728814,1,1,0.573,"west",1.713,0.719512195121951,"med",0,1,0,0
"2077","MIN",2018,"Jamal Crawford","SG",37,80,1653,13,0.519,0.423,0.152,1.4,5.5,3.5,16.9,1.2,0.5,10.7,23.7,0.9,0.3,1.3,0.037,0,-4,-3.9,-0.8,308,742,0.415,104,314,0.331,204,428,0.485,102,113,21,78,1.2375,2.3125,40,9,95,10.275,0,0,0.573,"west",1.713,0.975609756097561,"med",0,1,0,0
"2078","MIN",2018,"Taj Gibson","PF",32,82,2726,15.4,0.61,0.047,0.251,8.1,16.7,12.4,5.2,1.1,1.9,9.8,14.7,5.4,1.7,7.2,0.126,0.9,0.2,1.1,2.1,425,737,0.577,7,35,0.2,418,702,0.581,142,185,194,390,7.1219512195122,1.20731707317073,62,59,89,12.1829268292683,0,0,0.573,"west",1.713,1,"med",0,1,0,0
"2079","MIN",2018,"Nemanja Bjelica","PF",29,67,1371,12.6,0.581,0.493,0.121,4.4,18.8,11.5,8.7,1.8,1,11.7,14.3,1.7,1.1,2.8,0.097,0.6,-0.1,0.5,0.9,171,371,0.461,76,183,0.415,95,188,0.563,36,45,53,221,4.08955223880597,1.28358208955224,50,16,52,6.77611940298507,0,0,0.573,"west",1.713,0.817073170731707,"med",0,1,0,0
"2080","MIN",2018,"Jeff Teague","PG",29,70,2311,16.4,0.553,0.287,0.301,1.2,9.3,5.2,30.6,2.2,0.8,16.4,20.6,3.4,1.4,4.9,0.101,1.5,-1.3,0.2,1.3,354,794,0.446,84,228,0.368,270,566,0.499,202,239,24,185,2.98571428571429,7.02857142857143,102,23,177,14.2,0,1,0.573,"west",1.713,0.853658536585366,"med",0,1,0,0
"2081","MIN",2018,"Gorgui Dieng","C",28,79,1333,14.7,0.543,0.157,0.263,9.1,22.2,15.6,7.5,1.7,2.6,12,16.3,1.6,1.3,2.9,0.105,-1,0.6,-0.4,0.5,186,388,0.479,19,61,0.311,167,327,0.504,79,102,106,254,4.55696202531646,0.89873417721519,45,39,59,5.94936708860759,0,0,0.573,"west",1.713,0.963414634146341,"med",0,1,0,0
"2082","MIN",2012,"Anthony Randolph","PF",22,34,517,17.6,0.532,0.005,0.42,9,17.5,13.2,6.6,1.3,4.8,14.4,23.8,0.5,0.6,1.1,0.099,-2.6,1,-1.5,0.1,94,200,0.47,0,1,0,94,199,0.47,64,84,42,81,3.61764705882353,0.558823529411765,13,35,40,7.41176470588235,0,0,0.394,"west",1.713,0.515151515151515,"med",0,1,0,0
"2083","MIN",2012,"Luke Ridnour","SG",30,53,1750,13.6,0.53,0.276,0.216,1.2,7.8,4.5,24,1.6,0.7,13.7,17.8,2.4,0.9,3.3,0.09,0.9,-0.6,0.3,1,242,550,0.44,49,152,0.322,193,398,0.485,106,119,19,122,2.66037735849057,4.75471698113208,56,16,96,12.0566037735849,0,0,0.394,"west",1.713,0.803030303030303,"med",0,1,0,0
"2084","MIN",2012,"J.J. Barea","PG",27,41,1032,14.9,0.502,0.342,0.234,1.5,10.8,6.1,39,1,0,18.3,24.3,0.8,0.4,1.2,0.056,1.1,-2.4,-1.3,0.2,167,418,0.4,53,143,0.371,114,275,0.463,76,98,14,100,2.78048780487805,5.65853658536585,21,0,103,11.2926829268293,0,0,0.394,"west",1.713,0.621212121212121,"med",0,1,0,0
"2085","MIN",2012,"Derrick Williams","PF",20,66,1418,12.9,0.499,0.277,0.392,6,18.4,12.2,4.5,1.1,1.6,11.7,20.7,0.6,1.2,1.8,0.059,-2.3,-0.8,-3.1,-0.4,205,498,0.412,37,138,0.268,168,360,0.449,136,195,77,234,4.71212121212121,0.575757575757576,30,31,77,8.83333333333333,0,0,0.394,"west",1.713,1,"med",0,1,0,0
"2086","MIN",2012,"Kevin Love","PF",23,55,2145,25.4,0.568,0.266,0.434,11.6,26.4,19,10,1.1,0.9,9.2,28.8,7.6,2.3,10,0.223,5.1,-0.6,4.5,3.5,474,1059,0.448,105,282,0.372,369,777,0.497,379,460,226,508,13.3454545454545,2.01818181818182,47,28,128,26.0363636363636,1,1,0.394,"west",1.713,0.833333333333333,"med",0,1,0,0
"2087","MIN",2019,"Josh Okogie","SG",20,74,1757,9.4,0.492,0.423,0.319,2.5,10.9,6.6,6.9,2.4,1.6,9.8,15.4,-0.1,1.4,1.2,0.034,-2,0.4,-1.7,0.1,196,508,0.386,60,215,0.279,136,293,0.445,118,162,41,177,2.94594594594595,1.22972972972973,88,33,63,7.7027027027027,0,0,0.439,"west",1.713,0.902439024390244,"med",0,1,0,0
"2088","MIN",2019,"Karl-Anthony Towns","C",23,77,2545,26.3,0.622,0.27,0.342,10.9,29.3,20,17.2,1.3,4.2,13.7,28.9,7.2,3.2,10.4,0.197,4.8,2,6.8,5.7,681,1314,0.518,142,355,0.4,539,959,0.572,376,450,263,691,12.3896103896104,3.36363636363636,67,125,240,24.4155844155844,1,1,0.439,"west",1.713,0.939024390243902,"med",0,1,0,0
"2089","MIN",2019,"Andrew Wiggins","SF",23,73,2543,12.4,0.493,0.288,0.245,3.5,11.4,7.4,10.9,1.3,1.6,9.3,24.4,-0.6,1.3,0.6,0.012,-1.7,-1.3,-2.9,-0.6,498,1209,0.412,118,348,0.339,380,861,0.461,207,296,83,269,4.82191780821918,2.52054794520548,70,48,138,18.0958904109589,0,0,0.439,"west",1.713,0.890243902439024,"med",0,1,0,0
"2090","MIN",2019,"Derrick Rose","PG",30,51,1392,19.5,0.557,0.194,0.212,2.5,8.3,5.4,26.4,1.1,0.7,9.1,27.3,2.6,0.3,3,0.102,2.3,-2.9,-0.6,0.5,363,753,0.482,54,146,0.37,309,607,0.518,137,160,33,107,2.74509803921569,4.31372549019608,31,12,82,17.9803921568627,0,1,0.439,"west",1.713,0.621951219512195,"med",0,1,0,0
"2091","MIN",2019,"Tyus Jones","PG",22,68,1560,13.7,0.491,0.283,0.155,1.6,7.7,4.6,28.3,2.5,0.3,9,14.1,2.1,0.9,3,0.091,-0.3,-1.5,-1.8,0.1,185,446,0.415,40,126,0.317,145,320,0.46,58,69,23,111,1.97058823529412,4.80882352941176,81,5,47,6.88235294117647,0,0,0.439,"west",1.713,0.829268292682927,"med",0,1,0,0
"2092","MIN",2019,"Keita Bates-Diop","SF",23,30,503,9.6,0.489,0.366,0.197,3.4,14.4,8.8,4.6,1.7,2.4,8.3,14.1,0,0.4,0.3,0.032,-3.2,0,-3.1,-0.1,60,142,0.423,13,52,0.25,47,90,0.468,18,28,16,67,2.76666666666667,0.566666666666667,18,14,14,5.03333333333333,0,0,0.439,"west",1.713,0.365853658536585,"med",0,1,0,0
